full_name, description, language, topics, license_name, stargazers_count, forks_count, homepage, html_url, open_issues_count, name, owner_name, owner_avatar_url, created_at, starred_at, updated_at, pushed_at, fork, archived
"bitcoin-core/ctaes","Simple constant-time AES implementation","C","aes, cryptography, encryption-library","MIT License",95,43,"","https://github.com/bitcoin-core/ctaes",2,"ctaes","bitcoin-core","https://avatars.githubusercontent.com/u/13464320?v=4","2016-03-26T14:48:55Z","2023-06-25T11:53:10Z","2023-08-09T17:07:03Z","2021-12-08T12:53:40Z",false,false
"BishopFox/jsluice","Extract URLs, paths, secrets, and other interesting bits from JavaScript","Go","javascript, security","MIT License",665,34,"","https://github.com/BishopFox/jsluice",9,"jsluice","BishopFox","https://avatars.githubusercontent.com/u/4523757?v=4","2023-03-14T01:49:31Z","2023-06-25T11:53:10Z","2023-08-11T03:43:08Z","2023-08-06T04:37:16Z",false,false
"pr0me/safirefuzz-experiments","Experiment data and scripts for the artifact evaluation of ""Forming Faster Firmware Fuzzers""","Jupyter Notebook","","MIT License",6,0,,"https://github.com/pr0me/safirefuzz-experiments",2,"safirefuzz-experiments","pr0me","https://avatars.githubusercontent.com/u/5177161?v=4","2023-06-13T14:55:00Z","2023-06-25T11:53:04Z","2023-06-27T14:01:10Z","2023-08-11T01:13:23Z",false,false
"microsoft/DeepSpeed","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","Python","billion-parameters, compression, data-parallelism, deep-learning, gpu, inference, machine-learning, mixture-of-experts, model-parallelism, pipeline-parallelism, pytorch, trillion-parameters, zero","Apache License 2.0",27615,3339,"https://www.deepspeed.ai/","https://github.com/microsoft/DeepSpeed",947,"DeepSpeed","microsoft","https://avatars.githubusercontent.com/u/6154722?v=4","2020-01-23T18:35:18Z","2023-06-25T11:53:00Z","2023-08-12T04:17:51Z","2023-08-11T23:01:08Z",false,false
"defparam/tiscripts","Turbo Intruder Scripts","Python","","MIT License",192,56,,"https://github.com/defparam/tiscripts",0,"tiscripts","defparam","https://avatars.githubusercontent.com/u/6956742?v=4","2020-06-11T18:41:39Z","2023-06-25T11:52:48Z","2023-07-28T03:27:15Z","2020-06-11T19:06:01Z",false,false
"THUDM/ChatGLM2-6B","ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型","Python","chatglm, chatglm-6b, large-language-models, llm","Other",11217,1817,"","https://github.com/THUDM/ChatGLM2-6B",259,"ChatGLM2-6B","THUDM","https://avatars.githubusercontent.com/u/48590610?v=4","2023-06-24T06:21:34Z","2023-06-25T11:03:13Z","2023-08-12T05:00:40Z","2023-08-11T18:12:36Z",false,false
"MrSaighnal/GCR-Google-Calendar-RAT","Google Calendar RAT is a PoC of Command&Control over Google Calendar Events","Python","","MIT License",68,12,,"https://github.com/MrSaighnal/GCR-Google-Calendar-RAT",1,"GCR-Google-Calendar-RAT","MrSaighnal","https://avatars.githubusercontent.com/u/47419260?v=4","2023-06-18T13:23:31Z","2023-06-25T03:51:37Z","2023-08-11T14:07:56Z","2023-06-26T09:04:02Z",false,false
"satadriver/myLittleBear","myLittleBear","C++","","Apache License 2.0",40,26,,"https://github.com/satadriver/myLittleBear",0,"myLittleBear","satadriver","https://avatars.githubusercontent.com/u/32754951?v=4","2023-06-01T14:19:52Z","2023-06-24T14:10:53Z","2023-08-03T02:26:06Z","2023-06-26T10:28:17Z",false,false
"httpwaf/httpwaf2.0","httpwaf是一款永久免费的web应用防火墙，是最好用的waf。",,"","GNU General Public License v2.0",74,17,,"https://github.com/httpwaf/httpwaf2.0",6,"httpwaf2.0","httpwaf","https://avatars.githubusercontent.com/u/95393212?v=4","2021-12-02T02:27:57Z","2023-06-24T09:50:14Z","2023-08-09T03:37:37Z","2022-06-22T06:56:56Z",false,false
"ADD-SP/ngx_waf","Handy, High performance, ModSecurity compatible Nginx firewall module & 方便、高性能、兼容 ModSecurity 的 Nginx 防火墙模块","C","captcha, hcaptcha, modsecurity, modsecurity-nginx, nginx, nginx-modules, openresty, recaptcha, waf, web-application-firewall","BSD 3-Clause ""New"" or ""Revised"" License",1322,178,"https://docs.addesp.com/ngx_waf/","https://github.com/ADD-SP/ngx_waf",7,"ngx_waf","ADD-SP","https://avatars.githubusercontent.com/u/44437200?v=4","2020-08-08T13:30:39Z","2023-06-24T09:49:37Z","2023-08-11T05:28:22Z","2022-09-19T12:41:17Z",false,false
"nlpxucan/WizardLM","Family of instruction-following LLMs powered by Evol-Instruct: WizardLM, WizardCoder","Python","",,4663,337,"","https://github.com/nlpxucan/WizardLM",103,"WizardLM","nlpxucan","https://avatars.githubusercontent.com/u/12636990?v=4","2023-04-23T13:26:46Z","2023-06-24T09:49:30Z","2023-08-12T05:02:58Z","2023-08-12T04:13:33Z",false,false
"vllm-project/vllm","A high-throughput and memory-efficient inference and serving engine for LLMs","Python","gpt, inference, llm, llm-serving, llmops, mlops, model-serving, pytorch, transformer","Apache License 2.0",4988,486,"https://vllm.readthedocs.io","https://github.com/vllm-project/vllm",215,"vllm","vllm-project","https://avatars.githubusercontent.com/u/136984999?v=4","2023-02-09T11:23:20Z","2023-06-22T07:06:36Z","2023-08-12T04:55:22Z","2023-08-11T19:14:34Z",false,false
"paocela/AFLplusplus-AndroidPatches","The fuzzer afl++ is afl with community patches, qemu 5.1 upgrade, collision-free coverage, enhanced laf-intel & redqueen, AFLfast++ power schedules, MOpt mutators, unicorn_mode, and a lot more!","C","","Apache License 2.0",5,1,"https://aflplus.plus","https://github.com/paocela/AFLplusplus-AndroidPatches",0,"AFLplusplus-AndroidPatches","paocela","https://avatars.githubusercontent.com/u/80063284?v=4","2022-06-14T10:37:42Z","2023-06-21T19:48:34Z","2023-06-21T19:48:34Z","2022-06-14T17:48:52Z",true,false
"NetKingJ/awesome-android-security","A Collection of Android (Samsung) Security Research References",,"android-awesome, android-exploit, android-security, samsung, samsung-securtiy, security-paper, security-report, security-speaker","GNU General Public License v3.0",265,36,"","https://github.com/NetKingJ/awesome-android-security",0,"awesome-android-security","NetKingJ","https://avatars.githubusercontent.com/u/43678652?v=4","2021-10-25T16:45:54Z","2023-06-21T19:48:29Z","2023-08-06T00:32:54Z","2023-08-11T12:31:57Z",false,false
"haiku/haiku","The Haiku operating system. (Pull requests will be ignored; patches may be sent to https://review.haiku-os.org).","C++","beos, haiku, operating-system","Other",1632,325,"","https://github.com/haiku/haiku",0,"haiku","haiku","https://avatars.githubusercontent.com/u/857793?v=4","2011-06-16T05:35:19Z","2023-06-21T19:48:02Z","2023-08-11T18:28:38Z","2023-08-10T17:00:05Z",false,false
"trustedsec/CS_COFFLoader",,"C#","",,111,15,,"https://github.com/trustedsec/CS_COFFLoader",0,"CS_COFFLoader","trustedsec","https://avatars.githubusercontent.com/u/3160808?v=4","2023-06-15T14:11:41Z","2023-06-21T19:47:46Z","2023-07-22T12:00:44Z","2023-06-23T20:28:32Z",false,false
"lanleft/CVE2023-1829",,"C","",,64,13,,"https://github.com/lanleft/CVE2023-1829",2,"CVE2023-1829","lanleft","https://avatars.githubusercontent.com/u/50655448?v=4","2023-06-15T03:27:03Z","2023-06-21T19:47:42Z","2023-08-07T17:48:33Z","2023-06-15T12:30:22Z",false,false
"airbus-seclab/qemu_blog","A series of posts about QEMU internals: ",,"","GNU General Public License v2.0",1147,115,"https://airbus-seclab.github.io/qemu_blog/","https://github.com/airbus-seclab/qemu_blog",0,"qemu_blog","airbus-seclab","https://avatars.githubusercontent.com/u/25298315?v=4","2021-04-23T08:19:00Z","2023-06-21T19:47:23Z","2023-08-09T20:49:05Z","2023-05-31T06:50:36Z",false,false
"skullcheat/NullDrv","My implementation for Windows 11 of Null's Driver Cheat.","C++","",,2,1,,"https://github.com/skullcheat/NullDrv",0,"NullDrv","skullcheat","https://avatars.githubusercontent.com/u/48417145?v=4","2023-06-05T20:09:10Z","2023-06-21T19:47:17Z","2023-06-21T19:47:17Z","2023-06-05T20:09:29Z",false,false
"xiaobao520123/MiniVT_x64","MiniVT is a simple showcase of Intel CPU's virtualization technology VT-x on the Windows platform.","C","driver, intel, virtualization","MIT License",7,3,"","https://github.com/xiaobao520123/MiniVT_x64",1,"MiniVT_x64","xiaobao520123","https://avatars.githubusercontent.com/u/14367819?v=4","2020-12-12T08:17:09Z","2023-06-21T19:47:13Z","2023-06-21T22:40:33Z","2023-06-03T08:50:34Z",false,false
"xiaobao520123/MiniVT","MiniVT is a simple showcase of Intel CPU's virtualization technology VT-x on the Windows platform.","C","driver, intel, virtualization","MIT License",6,1,"","https://github.com/xiaobao520123/MiniVT",0,"MiniVT","xiaobao520123","https://avatars.githubusercontent.com/u/14367819?v=4","2020-12-12T06:38:41Z","2023-06-21T19:47:10Z","2023-06-21T19:47:11Z","2023-06-03T08:51:02Z",false,false
"n0kovo/n0kovo_subdomains","An extremely effective subdomain enumeration wordlist of 3,000,000 lines, crafted by harvesting SSL certs from the entire IPv4 space.",,"bugbounty, enumeration, osint, pentesting, reconnaissance, redteam, subdomain-brute, subdomain-bruteforcing, subdomain-enumeration, subdomain-scanner, subdomain-wordlist, subdomains, wordlist, wordlists","GNU General Public License v3.0",366,45,"https://n0kovo.github.io/posts/subdomain-enumeration-creating-a-highly-efficient-wordlist-by-scanning-the-entire-internet/","https://github.com/n0kovo/n0kovo_subdomains",0,"n0kovo_subdomains","n0kovo","https://avatars.githubusercontent.com/u/16690056?v=4","2023-01-22T05:19:24Z","2023-06-21T19:47:02Z","2023-08-11T23:10:17Z","2023-04-04T17:54:00Z",false,false
"DataDog/stratus-red-team",":cloud: :zap: Granular, Actionable Adversary Emulation for the Cloud","Go","adversary-emulation, aws, aws-security, azure-security, cloud-native-security, cloud-security, detection-engineering, gcp-security, kubernetes-security, mitre-attack, purple-team, security, threat-detection","Apache License 2.0",1348,156,"https://stratus-red-team.cloud","https://github.com/DataDog/stratus-red-team",23,"stratus-red-team","DataDog","https://avatars.githubusercontent.com/u/365230?v=4","2022-01-07T13:06:37Z","2023-06-21T19:46:52Z","2023-08-10T14:32:39Z","2023-08-09T12:13:42Z",false,false
"cocomelonc/meow","Cybersecurity research results. Simple C/C++ and Python implementations","C++","cryptography, cybersecurity, hacking, malware, malware-analysis, malware-research, mathematics, maths, research",,48,17,"https://cocomelonc.github.io/","https://github.com/cocomelonc/meow",0,"meow","cocomelonc","https://avatars.githubusercontent.com/u/66984864?v=4","2023-06-20T21:42:39Z","2023-06-21T19:46:44Z","2023-08-04T10:41:33Z","2023-07-28T18:18:53Z",false,false
"mzakocs/qualcomm_baseband_scripts","Collection of scripts for reversing Qualcomm Hexagon baseband / modem firmware","Python","",,106,15,"","https://github.com/mzakocs/qualcomm_baseband_scripts",0,"qualcomm_baseband_scripts","mzakocs","https://avatars.githubusercontent.com/u/48490301?v=4","2023-06-21T01:34:13Z","2023-06-21T19:46:23Z","2023-08-12T01:29:48Z","2023-07-13T17:16:05Z",false,false
"yonggekkk/warp-yg","warp多功能一键脚本CFwarp，支持warp在线监测守护、endpoint对端优选IP等功能，replit平台无限生成warp+密钥与warp配置文件",,"chatgpt, cloudflare, endpoint, netflix, replit, socks5-proxy, vpn, warp, warp-cli, warp-go, wgcf, wireguard, ygkkk",,1737,524,"","https://github.com/yonggekkk/warp-yg",1,"warp-yg","yonggekkk","https://avatars.githubusercontent.com/u/121604513?v=4","2023-01-19T00:24:12Z","2023-06-21T15:40:17Z","2023-08-11T11:34:51Z","2023-07-18T08:58:40Z",false,false
"QiuChenlyOpenSource/InjectLib","基于Ruby编写的命令行注入版本","Shell","","GNU General Public License v3.0",1120,445,,"https://github.com/QiuChenlyOpenSource/InjectLib",7,"InjectLib","QiuChenlyOpenSource","https://avatars.githubusercontent.com/u/118707700?v=4","2023-06-09T09:41:46Z","2023-06-21T12:53:29Z","2023-08-12T02:33:05Z","2023-08-11T20:36:49Z",false,false
"google/android-emulator-container-scripts",,"Python","",,1596,228,,"https://github.com/google/android-emulator-container-scripts",98,"android-emulator-container-scripts","google","https://avatars.githubusercontent.com/u/1342004?v=4","2019-08-14T14:22:50Z","2023-06-21T09:33:57Z","2023-08-11T07:13:39Z","2023-07-18T20:46:06Z",false,false
"chaitin/xpoc","为供应链漏洞扫描设计的快速应急响应工具  [快速应急] [漏洞扫描] [端口扫描] [xray2.0进行时]   A fast emergency response tool designed for supply chain vulnerability scanning.",,"network-discovery, port-scanner, vulnerability-scanners","Other",590,23,"https://docs.xray.cool/#/xpoc/QuickStart","https://github.com/chaitin/xpoc",11,"xpoc","chaitin","https://avatars.githubusercontent.com/u/7302766?v=4","2023-05-22T08:02:17Z","2023-06-16T15:01:16Z","2023-08-11T06:52:25Z","2023-08-11T09:47:59Z",false,false
"ProxymanApp/Proxyman","Modern. Native. Delightful Web Debugging Proxy for macOS, iOS, and Android ⚡️",,"debugging-tool, ios, macos, proxy, proxy-server, proxyman, web-debugging-proxy",,4232,144,"https://proxyman.io","https://github.com/ProxymanApp/Proxyman",1103,"Proxyman","ProxymanApp","https://avatars.githubusercontent.com/u/40727946?v=4","2018-07-30T14:14:16Z","2023-06-15T13:11:32Z","2023-08-12T03:56:53Z","2023-08-12T03:14:03Z",false,false
"Avalonswanderer/widevine_eme_fingerprinting","This project shows how the W3C EME API can be used to perform fingerprinting of devices using the Widevine DRM system.","JavaScript","drm, eme, fingerprint, fingerprinting, javascript, js, privacy, widevine","GNU General Public License v3.0",17,3,"","https://github.com/Avalonswanderer/widevine_eme_fingerprinting",0,"widevine_eme_fingerprinting","Avalonswanderer","https://avatars.githubusercontent.com/u/21149812?v=4","2023-02-27T10:08:37Z","2023-06-15T11:28:11Z","2023-07-20T08:17:26Z","2023-07-10T16:48:22Z",false,false
"1Panel-dev/1Panel","🔥 🔥 🔥 现代化、开源的 Linux 服务器运维管理面板。","Go","appstore, crontab, database, docker, docker-compose, docker-container, docker-image, docker-ui, filemanager, lamp, lnmp, panel","GNU General Public License v3.0",8693,774,"https://1panel.cn/","https://github.com/1Panel-dev/1Panel",289,"1Panel","1Panel-dev","https://avatars.githubusercontent.com/u/109613420?v=4","2022-07-19T15:44:52Z","2023-06-15T08:07:39Z","2023-08-12T03:50:33Z","2023-08-11T14:20:16Z",false,false
"UltimateSec/ultimaste-nuclei-templates","极致攻防实验室 nuclei 检测 POC",,"",,456,64,,"https://github.com/UltimateSec/ultimaste-nuclei-templates",0,"ultimaste-nuclei-templates","UltimateSec","https://avatars.githubusercontent.com/u/135742202?v=4","2023-06-06T18:32:59Z","2023-06-15T08:07:27Z","2023-08-10T16:28:00Z","2023-08-01T18:10:29Z",false,false
"ri-char/eStrace","A tool that traces system calls using eBPF","Rust","","GNU General Public License v3.0",141,26,,"https://github.com/ri-char/eStrace",1,"eStrace","ri-char","https://avatars.githubusercontent.com/u/17962023?v=4","2023-06-08T14:37:47Z","2023-06-15T08:07:11Z","2023-08-09T10:51:26Z","2023-07-22T05:12:36Z",false,false
"TASEmulators/desmume","DeSmuME is a Nintendo DS emulator","C","arm, c-plus-plus, cpp, emulation, emulator, nds","GNU General Public License v2.0",2348,468,"http://desmume.org","https://github.com/TASEmulators/desmume",56,"desmume","TASEmulators","https://avatars.githubusercontent.com/u/11743303?v=4","2016-11-24T02:20:36Z","2023-06-15T07:46:28Z","2023-08-10T21:04:41Z","2023-08-05T22:46:29Z",false,false
"CAS-Atlantic/AArch64-Encoding","AArch64 Instructions, Opcodes and Binary Encoding",,"",,102,17,,"https://github.com/CAS-Atlantic/AArch64-Encoding",1,"AArch64-Encoding","CAS-Atlantic","https://avatars.githubusercontent.com/u/38439176?v=4","2018-05-25T16:49:42Z","2023-06-15T07:34:41Z","2023-08-01T11:59:11Z","2018-10-22T19:14:23Z",false,false
"below/HelloSilicon","An introduction to ARM64 assembly on Apple Silicon Macs","Assembly","aarch64, apple, apple-silicon, arm, arm64, assembler, assembly, clang-assembler, darwin, ios, m1, mach-o, macos","MIT License",2838,204,"","https://github.com/below/HelloSilicon",8,"HelloSilicon","below","https://avatars.githubusercontent.com/u/26421?v=4","2020-07-03T08:46:11Z","2023-06-15T07:13:51Z","2023-08-10T22:42:14Z","2023-07-13T15:20:49Z",false,false
"mapbox/variant","C++11/C++14 Variant","C++","c-plus-plus","BSD 3-Clause ""New"" or ""Revised"" License",363,97,"","https://github.com/mapbox/variant",33,"variant","mapbox","https://avatars.githubusercontent.com/u/600935?v=4","2014-02-11T20:37:24Z","2023-06-15T04:38:45Z","2023-07-26T12:55:17Z","2023-04-13T13:13:01Z",false,false
"ant4g0nist/decompiler","RetDec plugin for LLDB. RetDec is a retargetable machine-code decompiler based on LLVM.","C++","decompiler, lldb, retdec","MIT License",51,3,"https://fuzzing.science","https://github.com/ant4g0nist/decompiler",0,"decompiler","ant4g0nist","https://avatars.githubusercontent.com/u/3500559?v=4","2023-06-13T01:34:37Z","2023-06-13T14:40:34Z","2023-07-27T13:06:56Z","2023-06-13T12:21:36Z",false,false
"Mr-MIBonk/M.I.B._More-Incredible-Bash","M.I.B. - More Incredible Bash - The Army knife for Harman MIB 2.x aka MHI2(Q) units","Shell","bash, carplay, firmware, harman, mib, mib2, mibsolution, mqb, navigation, patch, toolbox, vim","GNU General Public License v2.0",249,37,"","https://github.com/Mr-MIBonk/M.I.B._More-Incredible-Bash",6,"M.I.B._More-Incredible-Bash","Mr-MIBonk","https://avatars.githubusercontent.com/u/93116407?v=4","2022-01-19T08:48:31Z","2023-06-13T07:28:34Z","2023-08-10T19:04:34Z","2023-08-10T04:47:09Z",false,false
"memN0ps/bootkit-rs","Rusty Bootkit - Windows UEFI Bootkit in Rust (Codename: RedLotus)","Rust","bootkit, rust, uefi, windows","MIT License",380,46,"","https://github.com/memN0ps/bootkit-rs",0,"bootkit-rs","memN0ps","https://avatars.githubusercontent.com/u/89628341?v=4","2023-04-11T03:53:15Z","2023-06-12T14:08:52Z","2023-08-08T20:11:16Z","2023-07-02T04:59:11Z",false,false
"ChiChou/fruity-frida","Utilities to deploy frida on rootless iOS and more","TypeScript","","MIT License",77,6,"","https://github.com/ChiChou/fruity-frida",0,"fruity-frida","ChiChou","https://avatars.githubusercontent.com/u/2802045?v=4","2023-06-11T12:28:44Z","2023-06-12T14:05:19Z","2023-07-23T16:35:14Z","2023-07-22T19:00:21Z",false,false
"pwn0rz/idevicecap","capture ios device traffic without jailbreak / sip disable","C","",,26,2,,"https://github.com/pwn0rz/idevicecap",0,"idevicecap","pwn0rz","https://avatars.githubusercontent.com/u/15981538?v=4","2022-01-11T07:08:57Z","2023-06-12T14:05:12Z","2023-06-14T05:43:45Z","2022-04-25T08:22:08Z",false,false
